,title,author,major,tutor,time,url
1618,OVOL2通过JAK2/STAT3信号通路调控乳腺癌细胞存活的研究,佟瑞琪(硕士),生物学,李博安,2020-05-26 10:00,https://gs.xmu.edu.cn/info/1220/6811.htm
1619,基因编辑酶Cas12a介导的RPA恒温扩增核酸检测体系的建立,洪欣欣(硕士),生物学,李博安,2020-05-26 10:22,https://gs.xmu.edu.cn/info/1220/6810.htm
1620,LoRa网络的吞吐量公平性和可扩展性研究,余丹(硕士),电子与通信工程(专业学位),付立群,2020-05-26 14:00,https://gs.xmu.edu.cn/info/1220/6809.htm
1621,组蛋白去甲基化酶JMJD2D通过Wnt通路和Notch通路促进肝癌干细胞干性的研究,邓远(博士),细胞生物学,俞春东,2020-05-26 14:00,https://gs.xmu.edu.cn/info/1220/6808.htm
1622,抵抗或接受：算法推荐新闻语境下的受众主动性研究,庄鸿恩(硕士),新闻与传播硕士(专业学位),乐媛,2020-05-26 14:30,https://gs.xmu.edu.cn/info/1220/6807.htm
1623,毫米波大规模MIMO网络中干扰协调技术研究,林泽宇(硕士),电子与通信工程(专业学位),赵毅峰,2020-05-26 08:00,https://gs.xmu.edu.cn/info/1220/6826.htm
1624,多模态与多任务人脸检测算法研究,李立仲(硕士),电子与通信工程(专业学位),高志斌,2020-05-26 08:00,https://gs.xmu.edu.cn/info/1220/6825.htm
1625,基于感知价值的小众旅游景点决策机制研究——以大学生群体为研究对象,陈原原(硕士),广告学,苏文,2020-05-26 08:07,https://gs.xmu.edu.cn/info/1220/6824.htm
1626,探究广告怀疑的前因及影响后果,赵琳(硕士),广告学,白海青,2020-05-26 08:12,https://gs.xmu.edu.cn/info/1220/6823.htm
1627,女性向恋爱游戏玩家叙事沉浸感的影响因素及作用效果研究,申梦莉(硕士),新闻与传播硕士(专业学位),曾秀芹,2020-05-26 08:28,https://gs.xmu.edu.cn/info/1220/6822.htm
1628,王亚南教育思想及其实践研究,吴婷婷(硕士),教育史,王璞,2020-05-26 08:30,https://gs.xmu.edu.cn/info/1220/6821.htm
1629,20世纪50年代湖南高校人才培养模式变革研究,李安迪(硕士),教育史,张亚群,2020-05-26 08:30,https://gs.xmu.edu.cn/info/1220/6820.htm
1630,清代临桂陈氏科举家族研究,韦骅峰(硕士),高等教育学,刘海峰,2020-05-26 08:30,https://gs.xmu.edu.cn/info/1220/6819.htm
1631,2000年以来绿营亲日势力研究,夏天(硕士),中外政治制度,陈先才,2020-05-26 08:30,https://gs.xmu.edu.cn/info/1220/6818.htm
1632,将“?立委”联系起来 —基于台湾地区政治献金与提案连署的实证分析,王蕊(硕士),中外政治制度,唐桦,2020-05-26 08:30,https://gs.xmu.edu.cn/info/1220/6817.htm
1633,渐新世以来东阿拉伯海域生源硅、有机碳、总氮及总铁埋藏变化,汪志强(硕士),海洋地质,Selvaraj Kandasamy,2020-05-27 15:00,https://gs.xmu.edu.cn/info/1220/6842.htm
1634,基于原模图LDPC码的分布式联合信源信道编码关键技术研究,陈虹虹(硕士),电子与通信工程(专业学位),洪少华,2020-05-27 15:30,https://gs.xmu.edu.cn/info/1220/6841.htm
1635,"应用于高速光通信的RS(544,514)-FEC编解码器设计研究",马馨然(硕士),电子与通信工程(专业学位),周剑扬,2020-05-27 15:45,https://gs.xmu.edu.cn/info/1220/6840.htm
1636,加纳可持续能源发展的支柱：研究能源效率和可再生能源扩展的主题方法,ISAAC ANKRAH(博士),技术经济及管理,林伯强,2020-05-27 16:00,https://gs.xmu.edu.cn/info/1220/6839.htm
1637,CHD1L在卵巢癌发生发展中的作用及其机制研究,周娟(博士),生理学,金鑫,2020-05-27 16:00,https://gs.xmu.edu.cn/info/1220/6838.htm
1638,分布式压缩感知算法及其在图像融合的应用研究,符冠鹏(硕士),电子与通信工程(专业学位),洪少华,2020-05-27 16:30,https://gs.xmu.edu.cn/info/1220/6837.htm
1639,低反馈采样率的直接学习结构数字预失真方法研究,黄劲夫(硕士),电路与系统,吴晓芳,2020-05-27 16:30,https://gs.xmu.edu.cn/info/1220/6836.htm
1640,媒介话语中的“幸福”（1949-2019）——《人民日报》与当代中国“幸福”话语的建构及变迁研究,谢欣(博士),传播学,陈嬿如,2020-05-27 17:09,https://gs.xmu.edu.cn/info/1220/6835.htm
1641,空天地一体化车联网物理层安全认证技术研究,石明仙(硕士),通信与信息系统,赵彩丹,2020-05-26 08:00,https://gs.xmu.edu.cn/info/1220/6828.htm
1642,5G毫米波中继智能优化若干关键技术研究,何维晟(硕士),通信与信息系统,黄联芬,2020-05-26 08:00,https://gs.xmu.edu.cn/info/1220/6827.htm
1643,《美国人眼中的中国》（第五章）翻译报告,吴静文(硕士),英语笔译(专业学位),杨士焯,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6852.htm
1644,《山本》（节选）翻译报告,罗敬位(硕士),英语笔译(专业学位),杨士焯,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6851.htm
1645,《美国看中国——身份认同、国力对比、政策解读》（节选）英汉翻译实践报告,艾剑(硕士),英语笔译(专业学位),杨士焯,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6850.htm
1646,“一带一路”倡议对台商大陆投资的影响研究,郑添元(硕士),区域经济学,王勇,2020-05-27 15:00,https://gs.xmu.edu.cn/info/1220/6849.htm
1647,台湾全要素生产率的测度及其影响因素分析,张拓(硕士),区域经济学,黄燕萍,2020-05-27 15:00,https://gs.xmu.edu.cn/info/1220/6848.htm
1648,返农青年对台湾农业现代化的作用研究 ——人力资本视角,袁乐(硕士),区域经济学,唐永红,2020-05-27 15:00,https://gs.xmu.edu.cn/info/1220/6847.htm
1649,两岸贸易的汇率变动效应及其行业异质性研究,孙岩(硕士),区域经济学,石正方,2020-05-27 15:00,https://gs.xmu.edu.cn/info/1220/6846.htm
1650,线粒体氧化应激在雌激素缺乏所致抑郁样行为中的作用及其机制研究,蔡阳(硕士),临床检验诊断学(专业学位),兰风华,2020-05-27 15:00,https://gs.xmu.edu.cn/info/1220/6845.htm
1651,去泛素化酶USP14促进肝癌生长转移的分子机制,吴辉塔(博士),生理学,尹震宇,2020-05-27 15:00,https://gs.xmu.edu.cn/info/1220/6844.htm
1652,基于NIR与VIS图像合成的人脸识别技术研究,林美嘉(硕士),电子与通信工程(专业学位),施芝元,2020-05-27 15:00,https://gs.xmu.edu.cn/info/1220/6843.htm
1653,《林巧稚传》(节选)汉英翻译实践报告,傅雪丹(硕士),英语笔译(专业学位),杨士焯,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6862.htm
1654,哈里特·A.雅各布斯《一个奴隶女孩的生活事件》与玛雅·安吉罗《我知道笼中鸟为何歌唱》中的种族和性别身份危机及身份建构,臧康华(硕士),英语语言文学,王烺烺,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6861.htm
1655,记忆、认知与重构——石黑一雄《长日留痕》中的记忆与身份研究,肖宁双(硕士),英语语言文学,戴鸿斌,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6860.htm
1656,《耻》中种族关系动态研究：霍米·巴巴式解读,刘配玲(硕士),英语语言文学,蔡春露,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6859.htm
1657,口译学习者的技术应用能力实证研究,卓海冰(硕士),英语口译(专业学位),邓轶,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6858.htm
1658,口译课堂同伴反馈情感状态研究,陶凌子(硕士),英语口译(专业学位),苏伟,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6857.htm
1659,自我评估中的量表使用研究——基于学生译员视角的质性研究,李可欣(硕士),英语口译(专业学位),苏伟,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6856.htm
1660,计算机辅助同声传译工具Interpreting Facilitator的应用效果实证研究,康婷亭(硕士),英语口译(专业学位),邓轶,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6855.htm
1661,基于口译量表的同伴反馈研究,陈彦青(硕士),英语口译(专业学位),苏伟,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6854.htm
1662,纪录片《单挑荒野绝境》配音本翻译报告,张雯怡(硕士),英语笔译(专业学位),杨士焯,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6853.htm
1663,分析师对“灰犀牛式危机”的反应及影响因素探究——基于中美贸易战背景,蔡艺玲(硕士),财务学,赵景文,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6872.htm
1664,抗钙网蛋白自身抗体作为原发性干燥综合征特异性生物标志物的研究,代泛(硕士),内科学,刘源,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6871.htm
1665,雌激素受体GPR30负调控MSU诱导的炎症反应及其机制研究/IFN-γ诱导成纤维细胞高表达PDL1的作用及其机制研究,钱红燕(博士),生理学,石桂秀,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6870.htm
1666,基于非相干检测的索引调制技术研究,张鎔芳(硕士),电子与通信工程(专业学位),徐位凯,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6869.htm
1667,跨文化适应视角下《鬼舞》的身份研究,吴凤蓉(硕士),外国语言学及应用语言学,周南翼,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6868.htm
1668,空间视域下《微物之神》女性身份研究,饶佳楠(硕士),外国语言学及应用语言学,李美华,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6867.htm
1669,死，生之所属：托马斯·曼《魔山》中的死亡,沈永辉(硕士),德语语言文学,方厚升,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6866.htm
1670,试从德里达“延异”的角度探究译本差异的原因——以《歌德谈话录》的中译本为例,祝悦(硕士),德语语言文学,孙晓峰,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6865.htm
1671,荣格分析心理学视阈下《雷雨》与《能干的法贝尔》中的两性关系比较,姚嘉悦(硕士),德语语言文学,方厚升,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6864.htm
1672,术语管理工具MemoQ在同声传译准备中的作用研究,杜智强(硕士),英语口译(专业学位),邓轶,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6863.htm
1673,上市公司财务总监激励机制与证券交易所非处罚性监管——来自年报问询函的经验证据,徐颖(硕士),财务学,王艳艳,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6882.htm
1674,高管金融经历对公司债券融资影响的实证研究,谢弘扬(硕士),财务学,吴超鹏,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6881.htm
1675,投资者交易行为与投资收益研究——来自股票和宝钢权证交易的证据,汪麒麟(硕士),财务学,攀登,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6880.htm
1676,创造性破坏施政风格与经济高质量发展 ——基于企业全要素生产率的研究视角,刘璐(硕士),财务学,游家兴,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6879.htm
1677,创造性破坏施政风格与经济高质量发展 ——基于企业风险承担的研究视角,刘岸汀(硕士),财务学,游家兴,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6878.htm
1678,CVC支持与企业风险承担行为 ——基于母公司战略意图的实证研究,林嘉坤(硕士),财务学,肖珉,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6877.htm
1679,宏观层级视角下：市场总盈余、市场总收益与货币政策机制研究,兰月(硕士),财务学,屈文洲,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6876.htm
1680,为什么股权分置改革未能提高盈利能力？,胡思苑(硕士),财务学,沈哲,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6875.htm
1681,随机森林模型能够预测中国债券违约吗？,戴雅榕(硕士),财务学,沈艺峰,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6874.htm
1682,租赁会计准则修订的经济后果研究——基于市场反应的经验证据,陈雨桑(硕士),财务学,王艳艳,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6873.htm
1683,苏联（俄罗斯）电影中“中国形象”的变迁,MARIIA FROLOVA(硕士),艺术学理论,张爱功,2020-05-27 14:00,https://gs.xmu.edu.cn/info/1220/6892.htm
1684,新媒体语境下的沉浸式艺术研究,蓝月(硕士),艺术学理论,李天,2020-05-27 14:00,https://gs.xmu.edu.cn/info/1220/6891.htm
1685,民族音乐学视野下的粤剧乐队研究,陈海颖(硕士),艺术学理论,杨惠玲,2020-05-27 14:00,https://gs.xmu.edu.cn/info/1220/6890.htm
1686,《牡丹亭》电影改编研究,邱佳慧(硕士),戏剧与影视学,张世宏,2020-05-27 14:00,https://gs.xmu.edu.cn/info/1220/6889.htm
1687,基于黑色TiO2纳米管阵列的自供能电化学紫外探测器的研究,陈江(硕士),微电子学与固体电子学,伞海生,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6888.htm
1688,GaN基窄带发射半导体光电器件研究,徐滨滨(硕士),能源化工,吕雪芹,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6887.htm
1689,用于钠离子电池的锑基负极纳米材料结构设计与复合改性研究,谢庭祯(硕士),能源化工,李秋红,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6886.htm
1690,高电压正极材料制备改性与锂电性能研究,沈仡东(硕士),能源化工,李秋红,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6885.htm
1691,IPO破发是过度反应吗？——基于破发股票长期市场表现的实证研究,钟雪莉(硕士),财务学,沈艺峰,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6884.htm
1692,经济政策不确定性和股价崩盘风险,曾慧宁(硕士),财务学,李培功,2020-05-27 14:30,https://gs.xmu.edu.cn/info/1220/6883.htm
1693,RCA参与拟南芥茎尖干细胞维持与WUS基因表达的调控,邹楚泽(硕士),生物学,黄涛,2020-05-27 09:30,https://gs.xmu.edu.cn/info/1220/6902.htm
1694,甘油醛-3-磷酸脱氢酶调控活性氧胁迫下植物干细胞功能的研究,庞泽龙(硕士),生物学,黄涛,2020-05-27 09:30,https://gs.xmu.edu.cn/info/1220/6901.htm
1695,异柠檬酸脱氢酶介导拟南芥干细胞响应营养胁迫的信号研究机理,林丽萍(硕士),生物学,黄涛,2020-05-27 09:30,https://gs.xmu.edu.cn/info/1220/6900.htm
1696,"果糖-1,6-二磷酸醛缩酶 调控拟南芥干细胞功能的研究",樊曼曼(硕士),生物学,黄涛,2020-05-27 09:30,https://gs.xmu.edu.cn/info/1220/6899.htm
1697,基于多元差分混沌移位键控调制的网络编码传输系统的设计和分析,卢雅贞(硕士),通信与信息系统,王琳,2020-05-27 10:30,https://gs.xmu.edu.cn/info/1220/6898.htm
1698,几种抗肿瘤抗菌肽靶向融合蛋白的表达与纯化,朱欢(硕士),生物学,周化民,2020-05-27 13:00,https://gs.xmu.edu.cn/info/1220/6897.htm
1699,几种抗菌肽靶向融合蛋白表达的探索,王艺英(硕士),生物学,周化民,2020-05-27 13:00,https://gs.xmu.edu.cn/info/1220/6896.htm
1700,基于机器学习的安卓恶意应用检测分析系统研究与设计,叶超林(硕士),信号与信息处理,黄联芬,2020-05-27 14:00,https://gs.xmu.edu.cn/info/1220/6895.htm
1701,嵌入式卷积神经网络面包智能零售系统设计与实现,唐凌(硕士),电子与通信工程(专业学位),黄联芬,2020-05-27 14:00,https://gs.xmu.edu.cn/info/1220/6894.htm
1702,基于多光谱决策级融合的人脸活体检测系统的研究,张昊(硕士),电子与通信工程(专业学位),施芝元,2020-05-27 14:00,https://gs.xmu.edu.cn/info/1220/6893.htm
1703,天然黄酮金合欢素(Acacetin)对糖尿病动脉粥样硬化血管损伤保护作用的研究,韩蔚珉(硕士),内科学,王焱,2020-05-27 09:00,https://gs.xmu.edu.cn/info/1220/6912.htm
1704,激酶Mst1/2调控巨噬细胞ROS的机制研究,季伟(硕士),生物学,周大旺,2020-05-27 09:00,https://gs.xmu.edu.cn/info/1220/6911.htm
1705,溶胶-凝胶法制备α-Al2O3纤维的相变与微观形貌控制,李相东(硕士),材料工程(专业学位),李思维,2020-05-27 09:00,https://gs.xmu.edu.cn/info/1220/6910.htm
1706,审音悬壶：明清医者-曲家研究,叶子(硕士),艺术学理论,任鹏,2020-05-27 09:00,https://gs.xmu.edu.cn/info/1220/6909.htm
1707,浪漫的乌托邦幻景：宫斗剧的美丽新世界,徐钧盐(硕士),艺术学理论,杨玲,2020-05-27 09:00,https://gs.xmu.edu.cn/info/1220/6908.htm
1708,荟萃短视频新品以呈现艺术之“在” ——国际化平台NOWNESS研究,书磊(硕士),艺术学理论,黄鸣奋,2020-05-27 09:00,https://gs.xmu.edu.cn/info/1220/6907.htm
1709,基于多项式混沌展开的不确定性分析和降维方法研究,陈梅玲(硕士),航空宇航制造工程,张保强,2020-05-27 09:30,https://gs.xmu.edu.cn/info/1220/6906.htm
1710,基于频率响应的螺栓连接结构动力学不确定性分析及模型修正研究,邓振鸿(硕士),航空工程(专业学位),张保强,2020-05-27 09:30,https://gs.xmu.edu.cn/info/1220/6905.htm
1711,金合欢素对心肌衰老的保护作用及其分子机制研究,洪毅祥(硕士),内科学,王焱,2020-05-27 09:30,https://gs.xmu.edu.cn/info/1220/6904.htm
1712,基于二进制原模图LDPC码的有损信源编码研究,刘引(硕士),电子与通信工程(专业学位),王琳,2020-05-27 09:30,https://gs.xmu.edu.cn/info/1220/6903.htm
1713,控股股东股权质押与公司财务重述,曹媛(硕士),财务学,李常青,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6922.htm
1714,美国本科STEM教育模式研究,程菁菁(硕士),课程与教学论,洪志忠,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6921.htm
1715,高校教师的课堂评价素养研究,李虹瑾(硕士),高等教育学,洪志忠,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6920.htm
1716,差分混沌键控超宽带系统在体内信道下的性能分析,刘文宇(硕士),电子与通信工程(专业学位),王琳,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6919.htm
1717,《大鱼海棠》的英西字幕翻译对比研究,PAULA GONZáLEZ FREIRE(硕士),英语笔译(专业学位),杜开怀,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6918.htm
1718,政策简报的翻译报告,夏雪(硕士),英语笔译(专业学位),杜开怀,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6917.htm
1719,《亨利四世》（节选）翻译报告,王沁欣(硕士),英语笔译(专业学位),杜开怀,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6916.htm
1720,《服务业翘楚的致胜秘诀》（节选）翻译报告,卢艺(硕士),英语笔译(专业学位),杜开怀,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6915.htm
1721,《菲律宾文化震撼来袭》（第六、七章）翻译报告,刘津桦(硕士),英语笔译(专业学位),杜开怀,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6914.htm
1722,滨海湿地球囊霉素相关土壤蛋白的碳增汇、环境效应及耦合机制,王强(博士),生态学,严重玲,2020-05-27 09:00,https://gs.xmu.edu.cn/info/1220/6913.htm
1723,“管理层讨论与分析”披露语调与企业 财务灵活性,张淮(硕士),财务学,王志强,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6932.htm
1724,管理层权力与股权激励方案设计——基于限制性股票估值模型选择的证据,许新鑫(硕士),财务学,吴世农,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6931.htm
1725,企业社会责任的同伴效应,邵诚道(硕士),财务学,陈蓉,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6930.htm
1726,国债流动性溢价及其期限结构：基于中国数据的实证研究,柳雨薇(硕士),财务学,陈蓉,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6929.htm
1727,控股股东股权质押与分析师盈余预测,刘冕(硕士),财务学,黄兴孪,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6928.htm
1728,社会责任报告语调误导分析师预测了吗？,梁晓莹(硕士),财务学,吴红军,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6927.htm
1729,股权激励薪酬的激励效果研究,高研(硕士),财务学,吴育辉,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6926.htm
1730,人民币离在岸汇率差与资本外逃 ——基于比特币跨区域价差的研究,高晗(硕士),财务学,刘杨树,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6925.htm
1731,控股股东股权质押与股票误定价,陈如茵(硕士),财务学,李常青,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6924.htm
1732,家族企业“富二代”高管和超额在职消费,陈磊(硕士),财务学,戴亦一,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6923.htm
1733,基于友好干扰的可见光通信智能隐私保护技术研究,盛葛怡(硕士),电子与通信工程(专业学位),肖亮,2020-05-27 08:00,https://gs.xmu.edu.cn/info/1220/6942.htm
1734,水下智能抗敌意干扰协作通信技术研究,江东华(硕士),电子与通信工程(专业学位),肖亮,2020-05-27 08:00,https://gs.xmu.edu.cn/info/1220/6941.htm
1735,基于强化学习的无人机抗敌意干扰数据卸载技术研究,陈烨(硕士),电子与通信工程(专业学位),肖亮,2020-05-27 08:00,https://gs.xmu.edu.cn/info/1220/6940.htm
1736,魏收之文学探微,卢乃心(硕士),中国古代文学,刘子立,2020-05-27 08:00,https://gs.xmu.edu.cn/info/1220/6939.htm
1737,杜甫干谒诗歌研究,金沛晨(硕士),中国古代文学,胡旭,2020-05-27 08:00,https://gs.xmu.edu.cn/info/1220/6938.htm
1738,晚清文人严辰研究,曹铃玉(硕士),中国古代文学,王传龙,2020-05-27 08:00,https://gs.xmu.edu.cn/info/1220/6937.htm
1739,二维金属氧/硫化物的可控制备和在电化学储能中的应用,张建民(博士),能源化工,李秋红,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6936.htm
1740,柔性自支撑材料设计合成及其电化学储能特性研究,林小萍(博士),能源化工,李秋红,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6935.htm
1741,3d过渡金属（Ni、Co和Mn）的组分调控在抑制富锂锰基正极电压衰减以及维持电池稳定性方面的研究,居小康(博士),能源化工,王太宏,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6934.htm
1742,分层调整对新三板挂牌企业的估值影响研究,周珊(硕士),财务学,沈维涛,2020-05-27 08:30,https://gs.xmu.edu.cn/info/1220/6933.htm
1743,基于微流控技术的循环肿瘤细胞富集新方法,陈萍(硕士),临床检验诊断学,洪国粦,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6952.htm
1744,ABT-199联合西奥罗尼协同杀伤双重打击淋巴瘤及分子机制研究,袁德琳(硕士),病理学与病理生理学,徐兵,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6951.htm
1745,雄激素剥夺对睑板腺功能的影响及相关机制,李伟娜(硕士),眼科学,董诺,2020-05-26 15:15,https://gs.xmu.edu.cn/info/1220/6950.htm
1746,通过免疫AT1R多肽诱导系统性硬化小鼠模型的研究,董校汝(硕士),免疫学,余新华,2020-05-26 15:30,https://gs.xmu.edu.cn/info/1220/6949.htm
1747,PD-L1免疫治疗联合整合素αvβ3放射性核素靶向治疗的实验研究,赵亮(硕士),肿瘤学(专业学位),林勤,2020-05-26 16:00,https://gs.xmu.edu.cn/info/1220/6948.htm
1748,Tat-beclin1对慢性高眼压大鼠视网膜神经节细胞保护作用的研究,赵斌(硕士),眼科学,吴仁毅,2020-05-26 16:00,https://gs.xmu.edu.cn/info/1220/6947.htm
1749,变应性结膜炎相关青少年翼状胬肉的病理机制研究,王怡欣(硕士),眼科学,吴护平,2020-05-26 16:15,https://gs.xmu.edu.cn/info/1220/6946.htm
1750,渗透增强剂作用时间对跨上皮加速交联治疗圆锥角膜的疗效影响：1年结果,李岚(硕士),眼科学(专业学位),林志荣,2020-05-26 16:45,https://gs.xmu.edu.cn/info/1220/6945.htm
1751,前囊膜抛光对飞秒激光辅助白内障术后前囊膜变化及人工晶体位置影响的研究,孙红(硕士),眼科学(专业学位),张广斌,2020-05-26 17:00,https://gs.xmu.edu.cn/info/1220/6944.htm
1752,基于强化学习的云计算动态缓存分配技术研究,戴灿煌(硕士),信号与信息处理,肖亮,2020-05-27 08:00,https://gs.xmu.edu.cn/info/1220/6943.htm
1753,深紫外AlGaN量子结构设计及材料生长,冯向(硕士),材料工程(专业学位),高娜,2020-05-26 14:30,https://gs.xmu.edu.cn/info/1220/6962.htm
1754,基于微结构设计的太赫兹指纹谱检测研究,江山(硕士),电磁场与微波技术,朱锦锋,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6961.htm
1755,LIF调节肝癌免疫逃逸的机制研究,杨丽(硕士),肿瘤学(专业学位),薛增福,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6960.htm
1756,PIKfyve和tubulin双靶点抑制剂HZX-02-059-01对双打击淋巴瘤的杀伤作用及分子机制研究,冯丽莹(硕士),生理学,徐兵,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6959.htm
1757,开放式与传统式经口内镜下肌切开术治疗贲门失弛缓症的对比研究,张依枫(硕士),内科学(专业学位),刘明,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6958.htm
1758,三种不同泻剂用于特定人群结肠镜肠道准备的效果观察,张凤(硕士),内科学(专业学位),栗华,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6957.htm
1759,强化肠镜检查前教育对肠道准备质量影响的Meta分析,温合理(硕士),内科学(专业学位),刘明,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6956.htm
1760,阿帕替尼联合西达本胺通过干扰能量代谢和诱导线粒体凋亡通路协同杀伤T系急性淋巴细胞白血病,林福生(硕士),内科学,徐兵,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6955.htm
1761,聚乙二醇电解质液加用佐剂对提高胶囊内镜检查效率的影响和耐受性的系统评价,何嘉伟(硕士),内科学(专业学位),栗华,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6954.htm
1762,构建CRISPR/Cas9 SAM文库的食管鳞癌细胞耐药筛选模型,商蕾(硕士),临床检验诊断学(专业学位),兰小鹏,2020-05-26 15:00,https://gs.xmu.edu.cn/info/1220/6953.htm
1763,神经酰胺合酶6介导硬脂酰辅酶A去饱和酶-1抑制所诱导的胰腺癌细胞凋亡过程,郑瑞和(硕士),药理学,任杰,2020-05-26 14:00,https://gs.xmu.edu.cn/info/1220/6972.htm
1764,油酰乙醇胺通过促进PPARα介导的小胶质细胞M2极化抑制OGD/R诱导的神经元损伤,张慧君(硕士),药理学,杨立朝,2020-05-26 14:00,https://gs.xmu.edu.cn/info/1220/6971.htm
1765,PPARα在脑缺血慢性期星形胶质细胞过度活化中的作用及机制研究,罗豆豆(硕士),药理学,周宇,2020-05-26 14:00,https://gs.xmu.edu.cn/info/1220/6970.htm
1766,PTTG1对人脑胶质瘤细胞多种恶性生物学行为的影响及作用机制研究,林婷(硕士),药理学,金鑫,2020-05-26 14:00,https://gs.xmu.edu.cn/info/1220/6969.htm
1767,N-(Z)-9-十八烯基-2-丙磺酰胺对Aβ25-35诱导的阿尔茨海默病模型小鼠学习记忆能力的作用研究,姜珣(硕士),药理学,金鑫,2020-05-26 14:00,https://gs.xmu.edu.cn/info/1220/6968.htm
1768,小檗碱通过调节NF-κB信号通路改善小鼠干眼模型的眼表炎症和凋亡,李云鹏(硕士),眼科学,陈永雄,2020-05-26 14:00,https://gs.xmu.edu.cn/info/1220/6967.htm
1769,油酰乙醇胺通过激活AMPK-PPARα信号途径调节巨噬细胞极化而增加动脉粥样硬化斑块的稳定性,陈正东(硕士),内科学,王挹青,2020-05-26 14:00,https://gs.xmu.edu.cn/info/1220/6966.htm
1770,PEA激活PPARα抑制视网膜新生血管及纤维化,叶四豪(硕士),眼科学,陈倩,2020-05-26 14:15,https://gs.xmu.edu.cn/info/1220/6965.htm
